
Time (milliseconds),Altitude (meters),Flight Stage (0-4),Filtered Altitude,Second Derivative,
107326.00,106.07,4.00,106.24,0.00,
107375.00,106.07,4.00,106.18,-0.00,
107425.00,106.18,4.00,106.15,0.00,
107474.00,106.79,4.00,106.27,0.00,
107523.00,106.79,4.00,106.38,0.00,
107575.00,106.10,4.00,106.39,-0.00,
107626.00,105.30,4.00,106.23,-0.00,
107675.00,105.92,4.00,106.18,-0.00,
107725.00,105.92,4.00,106.01,0.00,
107774.00,105.77,4.00,105.80,-0.00,
107823.00,105.30,4.00,105.64,-0.00,
107873.00,105.30,4.00,105.64,-0.00,
107923.00,105.84,4.00,105.62,0.00,
107972.00,105.40,4.00,105.52,0.00,
108022.00,106.17,4.00,105.60,-0.00,
108071.00,106.17,4.00,105.78,0.00,
108120.00,105.63,4.00,105.84,-0.00,
108170.00,105.26,4.00,105.73,-0.00,
108220.00,105.26,4.00,105.70,0.00,
108272.00,105.19,4.00,105.50,0.00,
108326.00,105.70,4.00,105.41,-0.00,
108376.00,105.12,4.00,105.31,0.00,
108426.00,105.12,4.00,105.28,-0.00,
108476.00,105.04,4.00,105.23,0.00,
108526.00,106.10,4.00,105.41,-0.00,
108575.00,105.77,4.00,105.43,0.00,
108624.00,105.77,4.00,105.56,-0.00,
108674.00,105.33,4.00,105.60,0.00,
108723.00,105.51,4.00,105.70,-0.00,
108773.00,105.51,4.00,105.58,0.00,
108823.00,106.46,4.00,105.72,-0.00,
108872.00,106.56,4.00,105.88,0.00,
108922.00,106.60,4.00,106.13,-0.00,
108974.00,106.60,4.00,106.35,-0.00,
109023.00,107.22,4.00,106.69,-0.00,
109073.00,105.83,4.00,106.56,0.00,
109123.00,105.83,4.00,106.42,-0.00,
109172.00,106.92,4.00,106.48,0.00,
109221.00,105.54,4.00,106.27,0.00,
109271.00,106.38,4.00,106.10,-0.00,
109320.00,106.38,4.00,106.21,0.00,
109371.00,106.31,4.00,106.30,-0.00,
109420.00,106.27,4.00,106.17,-0.00,
109469.00,106.27,4.00,106.32,0.00,
109519.00,105.97,4.00,106.24,0.00,
109568.00,106.16,4.00,106.20,-0.00,
109618.00,105.43,4.00,106.02,0.00,
109670.00,105.43,4.00,105.85,-0.00,
109720.00,105.57,4.00,105.71,0.00,
109769.00,105.50,4.00,105.62,0.00,
109823.00,106.05,4.00,105.60,-0.00,
109873.00,106.05,4.00,105.72,0.00,
109923.00,105.50,4.00,105.73,-0.00,
109972.00,105.58,4.00,105.73,-0.00,
110022.00,105.58,4.00,105.75,0.00,
110071.00,105.65,4.00,105.67,-0.00,
110120.00,105.76,4.00,105.61,0.00,
110169.00,105.43,4.00,105.60,0.00,
110219.00,105.40,4.00,105.56,-0.00,
110269.00,105.29,4.00,105.50,0.00,
110318.00,105.80,4.00,105.53,-0.00,
110370.00,105.80,4.00,105.54,0.00,
110419.00,105.98,4.00,105.65,-0.00,
110469.00,105.95,4.00,105.76,0.00,
110518.00,105.95,4.00,105.89,-0.00,
110568.00,105.95,4.00,105.92,0.00,
110617.00,106.56,4.00,106.08,0.00,
110666.00,105.69,4.00,106.02,0.00,
110716.00,105.69,4.00,105.97,-0.00,
110765.00,106.23,4.00,106.02,0.00,
110814.00,107.00,4.00,106.24,0.00,
110864.00,106.78,4.00,106.28,0.00,
110914.00,106.78,4.00,106.50,-0.00,
110963.00,106.86,4.00,106.73,0.00,
111012.00,106.78,4.00,106.84,0.00,
111064.00,106.78,4.00,106.80,-0.00,
111113.00,106.24,4.00,106.69,0.00,
111164.00,106.53,4.00,106.64,-0.00,
111213.00,106.20,4.00,106.51,0.00,
111262.00,106.20,4.00,106.39,-0.00,
111312.00,106.49,4.00,106.33,0.00,
111367.00,106.75,4.00,106.43,0.00,
111417.00,106.75,4.00,106.48,-0.00,
111467.00,106.53,4.00,106.54,-0.00,
111516.00,105.51,4.00,106.40,-0.00,
111565.00,105.65,4.00,106.24,-0.00,
111615.00,105.65,4.00,106.02,0.00,
111664.00,106.53,4.00,105.97,-0.00,
111715.00,105.58,4.00,105.78,0.00,
111767.00,105.58,4.00,105.80,-0.00,
111816.00,106.24,4.00,105.92,0.00,
111865.00,106.35,4.00,106.06,0.00,
111915.00,105.15,4.00,105.78,-0.00,
111964.00,105.15,4.00,105.69,-0.00,
112014.00,105.92,4.00,105.76,0.00,
112064.00,105.41,4.00,105.60,0.00,
112113.00,105.41,4.00,105.41,-0.00,
112163.00,106.20,4.00,105.62,0.00,
112212.00,105.37,4.00,105.66,0.00,
112261.00,106.35,4.00,105.75,-0.00,
112311.00,106.35,4.00,105.93,0.00,
112361.00,106.71,4.00,106.20,-0.00,
112410.00,106.79,4.00,106.31,0.00,
112462.00,107.40,4.00,106.72,-0.00,
112512.00,107.40,4.00,106.93,0.00,
112561.00,107.22,4.00,107.11,-0.00,
112611.00,106.97,4.00,107.16,-0.00,
112661.00,106.97,4.00,107.19,-0.00,
112710.00,106.86,4.00,107.08,0.00,
112760.00,106.83,4.00,106.97,-0.00,
112809.00,106.49,4.00,106.82,0.00,
112864.00,106.49,4.00,106.73,-0.00,
112914.00,106.97,4.00,106.73,0.00,
112964.00,105.84,4.00,106.52,0.00,
113013.00,105.84,4.00,106.33,-0.00,
113062.00,105.73,4.00,106.18,0.00,
113112.00,106.10,4.00,106.10,-0.00,
113164.00,105.81,4.00,105.86,0.00,
113214.00,105.81,4.00,105.86,-0.00,
113263.00,106.21,4.00,105.93,0.00,
113313.00,105.26,4.00,105.84,0.00,
113362.00,105.26,4.00,105.67,-0.00,
113412.00,106.28,4.00,105.76,0.00,
113461.00,106.72,4.00,105.95,0.00,
113511.00,105.56,4.00,105.82,-0.00,
113561.00,105.56,4.00,105.88,-0.00,
113610.00,106.29,4.00,106.08,0.00,
113659.00,106.25,4.00,106.08,0.00,
113709.00,106.25,4.00,105.98,-0.00,
113758.00,106.04,4.00,106.08,0.00,
113808.00,106.29,4.00,106.23,-0.00,
113860.00,106.55,4.00,106.28,0.00,
113910.00,106.55,4.00,106.34,0.00,
113959.00,106.51,4.00,106.39,-0.00,
114008.00,105.90,4.00,106.36,-0.00,
114058.00,107.21,4.00,106.55,-0.00,
114108.00,107.25,4.00,106.68,0.00,
114158.00,107.10,4.00,106.79,-0.00,
114207.00,107.32,4.00,106.95,-0.00,
114256.00,107.32,4.00,107.24,0.00,
114306.00,107.93,4.00,107.38,-0.00,
114362.00,108.55,4.00,107.64,0.00,
114411.00,107.86,4.00,107.80,0.00,
114461.00,107.86,4.00,107.90,-0.00,
114510.00,109.10,4.00,108.26,0.00,
114562.00,109.02,4.00,108.48,0.00,
114611.00,109.02,4.00,108.57,-0.00,
114662.00,109.17,4.00,108.83,0.00,
114711.00,108.70,4.00,109.00,0.00,
114760.00,109.46,4.00,109.08,-0.00,
114810.00,109.46,4.00,109.16,0.00,
114859.00,108.73,4.00,109.10,-0.00,
114908.00,109.57,4.00,109.19,-0.00,
114959.00,109.57,4.00,109.36,0.00,
115008.00,110.12,4.00,109.49,-0.00,
115058.00,110.41,4.00,109.68,0.00,
115107.00,110.63,4.00,110.06,-0.00,
115156.00,110.63,4.00,110.27,-0.00,
115206.00,110.52,4.00,110.46,-0.00,
115259.00,110.64,4.00,110.57,-0.00,
115308.00,110.97,4.00,110.68,0.00,
115357.00,110.97,4.00,110.74,0.00,
115406.00,111.00,4.00,110.82,-0.00,
115456.00,111.59,4.00,111.03,0.00,
115505.00,111.59,4.00,111.22,0.00,
115555.00,112.25,4.00,111.48,-0.00,
115604.00,111.30,4.00,111.55,0.00,
115654.00,111.30,4.00,111.61,-0.00,
115703.00,112.73,4.00,111.83,0.00,
115752.00,111.52,4.00,111.82,0.00,
115801.00,112.54,4.00,111.88,-0.00,
115857.00,112.54,4.00,112.13,0.00,
115906.00,113.12,4.00,112.49,-0.00,
115959.00,112.80,4.00,112.51,0.00,
116008.00,113.89,4.00,112.98,-0.00,
116057.00,113.89,4.00,113.25,0.00,
116106.00,114.00,4.00,113.54,-0.00,
116156.00,114.15,4.00,113.75,0.00,
116206.00,114.15,4.00,114.02,0.00,
116255.00,113.67,4.00,113.97,-0.00,
116304.00,114.51,4.00,114.10,-0.00,
116353.00,114.55,4.00,114.21,0.00,
116403.00,114.55,4.00,114.29,-0.00,
116453.00,115.20,4.00,114.50,-0.00,
116502.00,114.81,4.00,114.72,0.00,
116551.00,114.81,4.00,114.78,-0.00,
116601.00,115.06,4.00,114.88,0.00,
116653.00,115.28,4.00,115.03,0.00,
116702.00,115.61,4.00,115.11,-0.00,
116752.00,115.61,4.00,115.27,0.00,
116802.00,115.39,4.00,115.39,-0.00,
116851.00,115.79,4.00,115.53,-0.00,
116900.00,115.79,4.00,115.64,0.00,
116950.00,115.82,4.00,115.68,-0.00,
116999.00,115.83,4.00,115.72,0.00,
117050.00,115.68,4.00,115.78,-0.00,
117099.00,115.68,4.00,115.76,-0.00,
117148.00,116.12,4.00,115.83,0.00,
117198.00,116.23,4.00,115.91,0.00,
117247.00,116.23,4.00,115.99,-0.00,
117296.00,116.56,4.00,116.17,-0.00,
117355.00,117.59,4.00,116.55,0.00,
117404.00,116.46,4.00,116.62,0.00,
117454.00,116.46,4.00,116.66,-0.00,
117503.00,116.90,4.00,116.79,0.00,
117552.00,117.70,4.00,117.02,0.00,
117603.00,117.55,4.00,117.01,0.00,
117652.00,117.55,4.00,117.23,-0.00,
117702.00,117.59,4.00,117.46,0.00,
117751.00,118.50,4.00,117.78,0.00,
117800.00,118.50,4.00,117.94,0.00,
117850.00,118.13,4.00,118.05,-0.00,
117899.00,118.27,4.00,118.20,-0.00,
117949.00,119.77,4.00,118.64,0.00,
117999.00,119.77,4.00,118.89,0.00,
118051.00,120.03,4.00,119.20,-0.00,
118100.00,119.62,4.00,119.49,0.00,
118150.00,119.62,4.00,119.76,-0.00,
118199.00,119.95,4.00,119.80,0.00,
118249.00,119.88,4.00,119.82,0.00,
118299.00,120.36,4.00,119.89,-0.00,
118348.00,120.36,4.00,120.03,0.00,
118397.00,120.50,4.00,120.21,-0.00,
118447.00,121.60,4.00,120.54,0.00,
118496.00,121.60,4.00,120.88,0.00,
118547.00,121.16,4.00,121.04,-0.00,
118596.00,121.60,4.00,121.29,-0.00,
118645.00,121.85,4.00,121.56,0.00,
118695.00,121.85,4.00,121.61,-0.00,
118747.00,121.41,4.00,121.58,-0.00,
118796.00,122.48,4.00,121.84,-0.00,
118853.00,122.25,4.00,121.97,0.00,
118902.00,122.25,4.00,122.05,-0.00,
118951.00,121.85,4.00,122.05,0.00,
119001.00,122.70,4.00,122.31,-0.00,
119050.00,122.70,4.00,122.35,0.00,
119100.00,122.66,4.00,122.43,-0.00,
119150.00,122.95,4.00,122.57,-0.00,
119199.00,123.14,4.00,122.83,0.00,
119249.00,123.14,4.00,122.92,-0.00,
119298.00,122.85,4.00,122.95,-0.00,
119347.00,122.37,4.00,122.89,-0.00,
119398.00,122.37,4.00,122.77,-0.00,
119450.00,123.47,4.00,122.84,0.00,
119499.00,123.43,4.00,122.90,0.00,
119548.00,123.91,4.00,123.11,-0.00,
119598.00,123.91,4.00,123.42,0.00,
119647.00,125.29,4.00,124.00,-0.00,
119698.00,124.52,4.00,124.21,0.00,
119747.00,124.52,4.00,124.43,-0.00,
119796.00,125.18,4.00,124.68,0.00,
119846.00,125.36,4.00,124.98,0.00,
119895.00,126.09,4.00,125.13,-0.00,
119944.00,126.09,4.00,125.45,0.00,
119995.00,126.31,4.00,125.80,-0.00,
120044.00,126.09,4.00,125.99,0.00,
120094.00,126.09,4.00,126.13,-0.00,
120146.00,126.53,4.00,126.22,0.00,
120195.00,126.13,4.00,126.23,0.00,
120244.00,126.09,4.00,126.18,-0.00,
120295.00,126.09,4.00,126.18,0.00,
120350.00,126.38,4.00,126.24,0.00,
120399.00,127.08,4.00,126.35,0.00,
120448.00,126.71,4.00,126.47,0.00,
120498.00,126.71,4.00,126.59,-0.00,
120548.00,126.71,4.00,126.72,0.00,
120597.00,127.18,4.00,126.88,0.00,
120647.00,127.18,4.00,126.90,0.00,
120696.00,127.88,4.00,127.13,-0.00,
120746.00,128.07,4.00,127.41,0.00,
120795.00,128.18,4.00,127.70,-0.00,
120848.00,128.18,4.00,127.90,-0.00,
120897.00,128.43,4.00,128.15,-0.00,
120946.00,128.80,4.00,128.33,0.00,
120996.00,128.80,4.00,128.48,0.00,
121045.00,128.36,4.00,128.52,-0.00,
121094.00,128.95,4.00,128.67,-0.00,
121143.00,129.28,4.00,128.84,0.00,
121194.00,129.28,4.00,128.94,-0.00,
121243.00,128.92,4.00,128.96,-0.00,
121292.00,128.99,4.00,129.08,-0.00,
121341.00,128.99,4.00,129.09,0.00,
121391.00,129.43,4.00,129.12,-0.00,
121440.00,130.27,4.00,129.32,0.00,
121490.00,130.56,4.00,129.64,0.00,
121542.00,130.56,4.00,129.96,-0.00,
121591.00,131.36,4.00,130.43,-0.00,
121641.00,131.07,4.00,130.76,0.00,
121690.00,131.07,4.00,130.92,-0.00,
121739.00,130.88,4.00,130.99,0.00,
121789.00,131.54,4.00,131.18,-0.00,
121843.00,131.54,4.00,131.22,0.00,
121893.00,131.54,4.00,131.32,-0.00,
121943.00,131.76,4.00,131.45,0.00,
121992.00,131.21,4.00,131.52,0.00,
122042.00,131.21,4.00,131.45,-0.00,
122091.00,130.78,4.00,131.30,0.00,
122141.00,131.91,4.00,131.38,-0.00,
122190.00,131.03,4.00,131.23,0.00,
122242.00,131.03,4.00,131.19,-0.00,
122291.00,131.29,4.00,131.21,0.00,
122341.00,131.43,4.00,131.34,0.00,
122391.00,131.43,4.00,131.24,-0.00,
122440.00,131.03,4.00,131.24,-0.00,
122490.00,131.32,4.00,131.30,-0.00,
122539.00,130.78,4.00,131.20,0.00,
122588.00,130.78,4.00,131.07,-0.00,
122639.00,130.63,4.00,130.91,0.00,
122688.00,130.92,4.00,130.89,-0.00,
122738.00,130.92,4.00,130.80,0.00,
122787.00,131.62,4.00,130.97,-0.00,
122836.00,131.51,4.00,131.12,0.00,
122886.00,131.18,4.00,131.23,-0.00,
122939.00,131.18,4.00,131.28,-0.00,
122988.00,131.44,4.00,131.39,0.00,
123038.00,130.82,4.00,131.23,0.00,
123087.00,131.07,4.00,131.14,-0.00,
123136.00,131.07,4.00,131.12,0.00,
123186.00,131.44,4.00,131.17,-0.00,
123236.00,131.44,4.00,131.17,0.00,
123285.00,131.44,4.00,131.29,-0.00,
123339.00,131.62,4.00,131.40,0.00,
123390.00,131.95,4.00,131.57,0.00,
123439.00,132.31,4.00,131.75,0.00,
123489.00,132.31,4.00,131.92,0.00,
123539.00,132.16,4.00,132.07,-0.00,
123588.00,132.68,4.00,132.28,-0.00,
123638.00,132.68,4.00,132.43,0.00,
123690.00,132.71,4.00,132.51,-0.00,
123739.00,131.87,4.00,132.42,0.00,
123788.00,132.71,4.00,132.53,-0.00,
123839.00,132.71,4.00,132.54,0.00,
123888.00,132.71,4.00,132.54,-0.00,
123938.00,132.46,4.00,132.49,0.00,
123987.00,132.46,4.00,132.61,-0.00,
124036.00,132.24,4.00,132.52,0.00,
124086.00,131.18,4.00,132.21,-0.00,
124136.00,131.87,4.00,132.04,-0.00,
124185.00,131.87,4.00,131.93,0.00,
124235.00,130.78,4.00,131.59,-0.00,
124284.00,131.99,4.00,131.54,-0.00,
124334.00,131.99,4.00,131.70,0.00,
124387.00,131.73,4.00,131.67,-0.00,
124436.00,131.08,4.00,131.51,-0.00,
124485.00,130.38,4.00,131.43,-0.00,
124535.00,130.38,4.00,131.11,-0.00,
124584.00,131.19,4.00,130.95,0.00,
124633.00,130.79,4.00,130.77,0.00,
124683.00,131.89,4.00,130.93,-0.00,
124733.00,131.89,4.00,131.23,0.00,
124783.00,130.75,4.00,131.30,-0.00,
124837.00,131.56,4.00,131.38,-0.00,
124887.00,131.56,4.00,131.53,0.00,
124937.00,130.79,4.00,131.31,-0.00,
124987.00,131.34,4.00,131.20,-0.00,
125036.00,131.30,4.00,131.31,0.00,
125084.00,131.30,4.00,131.26,-0.00,
125133.00,131.85,4.00,131.32,0.00,
125182.00,131.30,4.00,131.42,0.00,
125232.00,131.30,4.00,131.41,-0.00,
125281.00,131.48,4.00,131.45,0.00,
125331.00,131.67,4.00,131.52,0.00,
125381.00,131.48,4.00,131.45,0.00,
125460.00,131.85,4.00,131.56,-0.00,
125721.00,131.49,4.00,131.60,0.00,
125985.00,131.67,4.00,131.63,-0.00,
126252.00,132.04,4.00,131.71,0.00,
126513.00,131.21,4.00,131.65,0.00,
126780.00,131.57,4.00,131.60,-0.00,
127040.00,131.31,4.00,131.56,0.00,
127105.00,131.90,4.00,131.61,-0.00,
127154.00,131.16,4.00,131.43,0.00,
127205.00,131.35,4.00,131.46,-0.00,
127254.00,130.54,4.00,131.25,0.00,
127303.00,130.54,4.00,131.10,-0.00,
127353.00,130.98,4.00,130.92,0.00,
127402.00,130.51,4.00,130.78,0.00,
127451.00,130.51,4.00,130.62,-0.00,
127502.00,130.43,4.00,130.59,0.00,
127551.00,130.62,4.00,130.61,-0.00,
127601.00,129.77,4.00,130.37,0.00,
127650.00,129.77,4.00,130.22,-0.00,
127699.00,130.94,4.00,130.31,0.00,
127749.00,130.87,4.00,130.40,0.00,
127802.00,130.87,4.00,130.45,-0.00,
127851.00,131.16,4.00,130.72,0.00,
127900.00,130.51,4.00,130.87,0.00,
127949.00,130.91,4.00,130.86,-0.00,
127999.00,130.91,4.00,130.87,0.00,
128048.00,130.91,4.00,130.88,-0.00,
128097.00,130.77,4.00,130.80,0.00,
128147.00,130.77,4.00,130.85,-0.00,
128197.00,130.99,4.00,130.87,0.00,
128246.00,130.95,4.00,130.88,0.00,
128295.00,130.52,4.00,130.80,-0.00,
128344.00,130.52,4.00,130.75,-0.00,
128394.00,129.06,4.00,130.41,0.00,
128444.00,130.59,4.00,130.33,-0.00,
128496.00,130.59,4.00,130.25,0.00,
128545.00,130.48,4.00,130.25,-0.00,
128600.00,130.70,4.00,130.28,-0.00,
128649.00,130.92,4.00,130.65,0.00,
128699.00,130.92,4.00,130.72,-0.00,
128749.00,130.33,4.00,130.67,-0.00,
128798.00,130.81,4.00,130.73,-0.00,
128847.00,130.81,4.00,130.76,0.00,
128897.00,130.80,4.00,130.73,-0.00,
128946.00,132.05,4.00,130.96,-0.00,
128996.00,132.04,4.00,131.30,0.00,
129045.00,132.04,4.00,131.55,-0.00,
129094.00,131.09,4.00,131.60,0.00,
129144.00,131.90,4.00,131.82,-0.00,
129196.00,130.73,4.00,131.56,0.00,
129245.00,130.73,4.00,131.30,-0.00,
129295.00,131.57,4.00,131.20,0.00,
129345.00,131.13,4.00,131.21,0.00,
129394.00,131.13,4.00,131.06,-0.00,
129443.00,130.62,4.00,131.03,0.00,
129493.00,131.28,4.00,131.14,-0.00,
129542.00,131.17,4.00,131.06,0.00,
129593.00,131.24,4.00,131.09,-0.00,
129642.00,131.43,4.00,131.15,0.00,
129691.00,131.03,4.00,131.23,0.00,
129741.00,131.03,4.00,131.18,-0.00,
129790.00,131.35,4.00,131.21,0.00,
129839.00,130.84,4.00,131.14,0.00,
129892.00,130.19,4.00,130.89,-0.00,
129942.00,130.19,4.00,130.72,-0.00,
129991.00,130.52,4.00,130.62,0.00,
130041.00,130.59,4.00,130.47,0.00,
130096.00,130.59,4.00,130.42,-0.00,
130145.00,130.92,4.00,130.56,-0.00,
130196.00,130.08,4.00,130.54,0.00,
130245.00,130.74,4.00,130.59,-0.00,
130294.00,130.74,4.00,130.62,0.00,
130344.00,130.48,4.00,130.59,-0.00,
130393.00,129.72,4.00,130.35,-0.00,
130442.00,129.72,4.00,130.28,-0.00,
130493.00,130.41,4.00,130.21,0.00,
130542.00,130.52,4.00,130.17,0.00,
130594.00,131.14,4.00,130.30,-0.00,
130644.00,131.14,4.00,130.58,0.00,
130693.00,131.28,4.00,130.90,-0.00,
130742.00,131.69,4.00,131.15,0.00,
130793.00,131.36,4.00,131.32,0.00,
130842.00,131.36,4.00,131.36,-0.00,
130891.00,131.21,4.00,131.38,0.00,
130941.00,130.88,4.00,131.30,-0.00,
130990.00,130.88,4.00,131.14,-0.00,
131040.00,130.23,4.00,130.91,0.00,
131090.00,130.48,4.00,130.74,-0.00,
131139.00,129.94,4.00,130.48,0.00,
131189.00,129.97,4.00,130.30,-0.00,
131238.00,130.04,4.00,130.13,0.00,
131290.00,129.94,4.00,130.07,0.00,
131339.00,129.94,4.00,129.96,-0.00,
131390.00,130.56,4.00,130.09,0.00,
131439.00,130.27,4.00,130.15,0.00,
131488.00,130.48,4.00,130.24,-0.00,
131537.00,130.48,4.00,130.35,0.00,
131592.00,130.71,4.00,130.50,-0.00,
131643.00,130.82,4.00,130.55,0.00,
131692.00,130.82,4.00,130.66,-0.00,
131741.00,129.98,4.00,130.56,-0.00,
131791.00,129.87,4.00,130.44,-0.00,
131840.00,131.16,4.00,130.53,0.00,
131889.00,131.16,4.00,130.60,0.00,
131940.00,130.87,4.00,130.61,-0.00,
131992.00,130.50,4.00,130.71,-0.00,
132041.00,130.50,4.00,130.84,-0.00,
132090.00,130.61,4.00,130.73,0.00,
132140.00,131.05,4.00,130.71,0.00,
132189.00,130.87,4.00,130.71,0.00,
132239.00,130.87,4.00,130.78,-0.00,
132289.00,130.61,4.00,130.80,0.00,
132338.00,131.12,4.00,130.90,-0.00,
132387.00,131.12,4.00,130.92,0.00,
132437.00,131.19,4.00,130.98,-0.00,
132486.00,130.90,4.00,130.99,0.00,
132535.00,131.78,4.00,131.22,-0.00,
132586.00,131.78,4.00,131.35,0.00,
132635.00,131.41,4.00,131.41,-0.00,
132687.00,131.08,4.00,131.39,-0.00,
132737.00,131.30,4.00,131.47,0.00,
132786.00,131.30,4.00,131.38,0.00,
132836.00,131.78,4.00,131.38,-0.00,
132885.00,131.20,4.00,131.33,0.00,
132935.00,131.20,4.00,131.36,-0.00,
132984.00,130.72,4.00,131.24,0.00,
133033.00,130.98,4.00,131.17,-0.00,
133088.00,130.47,4.00,130.91,0.00,
133139.00,130.47,4.00,130.77,-0.00,
133188.00,131.53,4.00,130.83,0.00,
133237.00,132.19,4.00,131.12,0.00,
133287.00,132.19,4.00,131.37,-0.00,
133336.00,131.64,4.00,131.60,-0.00,
133388.00,131.35,4.00,131.78,-0.00,
133438.00,131.68,4.00,131.81,0.00,
133488.00,131.68,4.00,131.71,0.00,
133537.00,131.97,4.00,131.67,-0.00,
133586.00,132.08,4.00,131.75,0.00,
133635.00,132.08,4.00,131.90,-0.00,
133684.00,130.48,4.00,131.66,-0.00,
133734.00,132.67,4.00,131.86,-0.00,
133784.00,132.74,4.00,132.01,0.00,
133833.00,132.74,4.00,132.14,-0.00,
133882.00,132.59,4.00,132.25,-0.00,
133931.00,133.44,4.00,132.84,-0.00,
133980.00,133.44,4.00,132.99,0.00,
134031.00,134.01,4.00,133.24,-0.00,
134083.00,133.50,4.00,133.40,0.00,
134132.00,134.38,4.00,133.75,-0.00,
134181.00,134.38,4.00,133.94,0.00,
134230.00,135.58,4.00,134.37,-0.00,
134279.00,136.20,4.00,134.81,0.00,
134330.00,136.20,4.00,135.35,-0.00,
134379.00,135.66,4.00,135.60,-0.00,
134428.00,136.28,4.00,135.98,-0.00,
134477.00,137.23,4.00,136.31,0.00,
134527.00,137.23,4.00,136.52,0.00,
134580.00,136.68,4.00,136.61,-0.00,
134632.00,136.86,4.00,136.85,-0.00,
134681.00,137.08,4.00,137.01,0.00,
134730.00,137.08,4.00,136.98,0.00,
134782.00,136.68,4.00,136.88,-0.00,
134831.00,136.57,4.00,136.85,-0.00,
134881.00,136.57,4.00,136.79,0.00,
134931.00,137.48,4.00,136.87,0.00,
134980.00,137.44,4.00,136.95,0.00,
135030.00,137.99,4.00,137.21,-0.00,
135079.00,137.99,4.00,137.50,0.00,
135128.00,137.66,4.00,137.72,-0.00,
135178.00,138.43,4.00,137.91,-0.00,
135228.00,138.43,4.00,138.10,0.00,
135277.00,138.43,4.00,138.19,-0.00,
135327.00,138.29,4.00,138.25,0.00,
135376.00,139.38,4.00,138.59,-0.00,
135425.00,139.38,4.00,138.78,0.00,
135477.00,139.50,4.00,139.00,-0.00,
135528.00,139.50,4.00,139.21,0.00,
135577.00,139.50,4.00,139.45,-0.00,
135626.00,139.79,4.00,139.53,0.00,
135676.00,139.49,4.00,139.55,0.00,
135725.00,140.52,4.00,139.76,-0.00,
135774.00,140.52,4.00,139.96,0.00,
135825.00,140.73,4.00,140.21,-0.00,
135874.00,141.83,4.00,140.62,0.00,
135923.00,141.83,4.00,141.09,0.00,
135973.00,141.54,4.00,141.29,-0.00,
136022.00,141.57,4.00,141.50,-0.00,
136076.00,141.50,4.00,141.65,0.00,
136127.00,141.50,4.00,141.59,-0.00,
136179.00,142.05,4.00,141.63,0.00,
136229.00,142.12,4.00,141.75,0.00,
136278.00,142.56,4.00,141.94,-0.00,
136327.00,142.56,4.00,142.16,0.00,
136378.00,142.12,4.00,142.28,-0.00,
136427.00,142.12,4.00,142.30,-0.00,
136476.00,142.12,4.00,142.30,0.00,
136526.00,143.22,4.00,142.43,0.00,
136575.00,142.49,4.00,142.41,0.00,
136624.00,143.69,4.00,142.73,-0.00,
136675.00,143.69,4.00,143.04,0.00,
136724.00,142.49,4.00,143.12,-0.00,
136773.00,143.84,4.00,143.24,-0.00,
136822.00,143.84,4.00,143.51,0.00,
136874.00,143.65,4.00,143.50,-0.00,
136924.00,143.51,4.00,143.47,-0.00,
136974.00,144.17,4.00,143.80,0.00,
137023.00,144.17,4.00,143.87,0.00,
137073.00,144.24,4.00,143.95,-0.00,
137122.00,144.54,4.00,144.12,0.00,
137171.00,144.54,4.00,144.33,0.00,
137221.00,143.80,4.00,144.26,-0.00,
137270.00,144.76,4.00,144.38,-0.00,
137320.00,145.27,4.00,144.58,0.00,
137370.00,145.27,4.00,144.73,-0.00,
137419.00,144.46,4.00,144.71,-0.00,
137468.00,145.04,4.00,144.96,-0.00,
137518.00,145.04,4.00,145.01,0.00,
137576.00,145.74,4.00,145.11,-0.00,
137626.00,145.88,4.00,145.23,0.00,
137675.00,146.25,4.00,145.59,-0.00,
137724.00,146.25,4.00,145.83,0.00,
137774.00,146.94,4.00,146.21,-0.00,
137823.00,146.87,4.00,146.44,0.00,
137873.00,146.87,4.00,146.63,-0.00,
137923.00,147.34,4.00,146.85,0.00,
137972.00,146.98,4.00,147.00,0.00,
138021.00,146.57,4.00,146.93,-0.00,
138071.00,146.57,4.00,146.87,-0.00,
138120.00,147.78,4.00,147.05,0.00,
138170.00,147.37,4.00,147.05,0.00,
138220.00,147.37,4.00,147.13,-0.00,
138272.00,147.66,4.00,147.35,0.00,
138321.00,148.11,4.00,147.66,0.00,
138370.00,148.43,4.00,147.79,0.00,
138420.00,148.43,4.00,148.00,-0.00,
138470.00,148.43,4.00,148.21,-0.00,
138519.00,148.51,4.00,148.38,0.00,
138569.00,148.76,4.00,148.51,0.00,
138618.00,148.76,4.00,148.58,0.00,
138667.00,148.40,4.00,148.57,-0.00,
138717.00,148.40,4.00,148.56,-0.00,
138767.00,148.40,4.00,148.54,0.00,
138816.00,148.58,4.00,148.51,0.00,
138866.00,148.44,4.00,148.44,0.00,
138915.00,149.31,4.00,148.62,-0.00,
138967.00,149.38,4.00,148.82,0.00,
139016.00,149.13,4.00,148.97,-0.00,
139072.00,149.46,4.00,149.14,-0.00,
139121.00,149.46,4.00,149.35,0.00,
139171.00,149.53,4.00,149.39,-0.00,
139220.00,149.57,4.00,149.43,0.00,
139269.00,149.53,4.00,149.51,-0.00,
139318.00,149.53,4.00,149.52,-0.00,
139368.00,149.71,4.00,149.57,0.00,
139418.00,150.07,4.00,149.68,0.00,
139467.00,150.07,4.00,149.78,0.00,
139516.00,150.11,4.00,149.90,-0.00,
